Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
0,0,0,0,0,1,0,1,0,0,0,1,0,1,-1.0856866050702212,-1.9671999025611577,0,0.0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1.6495989461580725,-1.9665723841720002,0,0.0,1,1,1,1,5,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12468987182725107,-1.965678106953445,0,1.0,0,1,0,0,4,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.089597417384147,-1.965246211705847,3,0.0,0,0,0,0,1,0,3
1,1,1,1,1,0,0,0,1,1,1,1,0,0,-0.0990305477020645,-1.9652271575037479,2,0.0,0,0,1,1,3,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6326412689369256,-1.9634932251126556,4,0.0,0,0,0,1,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5137322484510327,-1.9615115880942662,3,0.0,0,0,0,0,2,0,3
0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.06117669329956096,-1.9609526648326683,4,1.0,0,1,0,0,4,0,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,1.020833816098168,-1.9606744734820096,4,1.0,0,0,0,0,2,0,3
0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.6032073210780675,-1.9596404654480555,3,0.0,0,0,0,0,2,0,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.7208822449713966,-1.9592847870088566,1,1.0,0,0,0,0,5,0,3
1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.1745203707709504,-1.9544107221117013,4,1.0,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08558109121842142,-1.9483641886453313,4,0.0,0,1,0,0,4,0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2544776288420307,-1.9435091779502753,1,0.0,0,1,0,0,1,0,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0460543816689425,-1.942129653718243,4,1.0,0,0,0,0,2,0,3
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.5070907109061633,-1.9372797241437472,4,0.0,0,0,0,0,4,0,3
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0377706637055515,-1.9371958856545077,4,1.0,0,1,0,0,1,0,3
1,1,1,1,1,1,1,0,1,0,0,0,1,0,-1.4267100316448986,-1.9337407236737247,4,1.0,0,0,0,1,3,0,0
0,1,0,0,0,1,0,0,0,1,0,1,1,0,-0.3790813228901596,-1.931408489336696,4,1.0,1,1,1,1,3,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.9167415501865653,-1.9281553018981725,0,1.0,0,0,0,0,3,0,3
0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.2027687392972918,-1.9277589744944947,3,1.0,0,0,1,0,3,0,3
0,0,0,0,0,0,1,1,1,0,0,0,1,0,-0.5851180740339861,-1.924446083889391,0,0.0,0,0,0,1,8,0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9123379698086456,-1.9231135600225377,4,0.0,0,0,0,0,3,0,3
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3704588679746212,-1.921908064169683,2,1.0,0,0,0,0,0,0,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,-1.006083421315516,-1.9191807727091168,1,0.0,0,0,1,0,6,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.717987643513914,-1.9180222772214433,0,0.0,1,1,1,1,2,0,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9117605175066145,-1.9179244656506635,4,1.0,1,1,1,1,3,0,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.4364278894053817,-1.9169844583470685,4,0.0,1,0,0,0,5,0,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.3548769681758275,-1.9158767740649936,4,1.0,0,1,0,1,3,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6664149425494295,-1.913357808547386,4,1.0,0,0,0,0,1,0,1
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.5500256195908815,-1.911623876156295,4,1.0,1,0,0,1,3,0,1
0,0,0,1,0,0,0,1,1,1,1,1,1,1,-0.40643433177608485,-1.9070584893331577,3,0.0,0,0,0,0,6,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.8150357803042242,-1.902922457197338,4,0.0,0,1,0,0,3,0,3
0,1,0,0,0,0,0,1,0,1,1,0,0,1,0.35648596869852883,-1.9028754568321589,4,0.0,1,1,1,1,0,0,3
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.718293200570242,-1.902823375346419,4,1.0,0,0,0,0,3,0,3
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7941341108733327,-1.8960159440761926,3,1.0,0,1,0,1,7,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.3922073797858817,-1.8938374136361031,4,1.0,0,1,0,0,8,0,3
1,1,1,0,0,0,0,0,0,0,0,1,1,1,-0.27136297210719673,-1.8933267610198257,3,1.0,1,1,1,1,6,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6760842830498656,-1.8911965012250567,2,1.0,1,1,1,1,0,0,3
0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.46793042595511597,-1.8910859868528778,2,1.0,0,0,0,0,0,0,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.9748017575840728,-1.8902031421555814,0,0.0,0,0,0,0,3,0,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1461996682886292,-1.8900468976983629,3,1.0,1,0,0,0,2,0,2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.54727955699571,-1.8899135182836628,3,0.0,0,0,0,0,3,0,3
0,0,0,0,0,0,1,0,1,0,1,1,0,1,-0.4995023093786598,-1.8861128401048015,4,1.0,0,0,1,0,3,0,3
0,0,0,1,1,0,1,0,1,0,0,1,0,0,-1.1638501567782984,-1.884871776408028,4,1.0,0,0,0,0,6,0,3
0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1.671362795333561,-1.882040321975983,3,1.0,0,0,0,0,4,0,3
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.3604661278862644,-1.8798592509756131,0,0.0,0,0,0,0,4,0,3
0,1,0,0,0,1,0,1,0,0,1,1,0,1,-0.16601577998926806,-1.878125318584522,2,1.0,0,1,0,0,1,0,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7107201364069659,-1.8759518692649926,4,0.0,0,0,0,0,3,0,1
0,0,0,0,0,1,0,0,1,0,0,0,1,1,-1.0839082360714458,-1.873205523602327,2,1.0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05932897742697597,-1.8693171960938058,3,1.0,1,1,1,1,3,0,3
1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.057111849873789235,-1.8691596813564468,0,1.0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9457188969594197,-1.8684064052334308,4,1.0,0,0,0,0,5,0,3
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.7568245288770405,-1.8682997017016714,4,0.0,1,1,1,1,1,0,3
0,1,0,1,1,1,1,1,1,1,0,0,0,0,-0.9842348879019908,-1.867620101826774,4,1.0,0,1,0,0,0,0,3
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.30957090082607547,-1.8645536455688294,4,1.0,0,0,0,0,3,0,1
0,0,0,0,0,0,1,1,1,1,1,1,1,1,-0.9901627845645752,-1.8622544385154416,4,0.0,0,1,0,0,6,0,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.7025265949311474,-1.8617031369346841,4,1.0,1,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1508934683586496,-1.8576306188058642,4,1.0,0,0,0,1,5,0,3
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.17195901401608024,-1.856853207360188,3,1.0,1,1,0,0,8,0,3
0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.45598994839191037,-1.8568443153992087,4,1.0,0,0,0,0,3,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.022745386595026888,-1.8555448188159949,4,1.0,0,0,0,0,6,0,3
0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.3079465629391464,-1.8541170239386422,3,0.0,0,0,0,0,7,0,3
1,1,1,0,0,0,1,0,0,0,0,0,1,1,-0.9097974426675379,-1.851722545874754,4,0.0,1,1,1,1,5,0,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.38424706141041176,-1.850959107510617,3,1.0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.1693699696149258,-1.8459757985214222,0,1.0,0,0,0,0,3,0,3
1,0,0,0,1,1,1,1,0,0,0,0,1,1,-0.24104601488997957,-1.8454816595469645,4,1.0,0,1,0,0,2,0,1
0,0,0,1,1,1,1,1,1,1,1,1,0,0,-1.3951228108571274,-1.8454346591817856,3,1.0,0,0,0,1,6,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17363736141259117,-1.8436016449397745,4,1.0,1,1,1,1,2,0,3
0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.46682953086063617,-1.8428623418982977,4,1.0,1,1,1,1,6,0,3
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.3251042833648217,-1.8406825411780694,4,1.0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4854600632287585,-1.8385001998975592,4,0.0,1,0,0,0,7,0,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7122444526916304,-1.8377608968560837,4,0.0,0,0,0,0,6,0,3
0,0,0,0,1,0,1,1,1,1,1,1,1,1,-0.2949898745194977,-1.8370063504529273,3,1.0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,-0.42303244243132104,-1.8358262602028732,2,0.0,0,0,0,0,2,0,3
0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.09090086085051985,-1.8329223998028477,4,0.0,0,0,0,0,1,0,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.6968319213689114,-1.8304605968915397,2,1.0,0,0,0,1,3,0,1
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.4866456425612756,-1.8302992713137611,4,1.0,1,0,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1.0198022678774972,-1.828956585205787,4,0.0,0,0,0,0,1,0,3
0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.6250890343874125,-1.8286834749756893,4,1.0,0,0,1,0,3,6,3
0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.582274976918721,-1.8275935746155745,2,1.0,0,0,0,0,4,0,1
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.3716444473071377,-1.8265443232199396,3,1.0,1,1,1,1,1,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9982077871780826,-1.8258901289478426,4,1.0,0,1,0,0,1,0,3
0,1,0,1,1,1,1,1,1,1,0,1,1,0,-0.30337361408515257,-1.8246096865667292,4,0.0,0,1,0,1,5,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.7277263308881596,-1.8201814899987114,4,0.0,0,0,0,0,4,0,3
1,1,1,1,1,1,1,0,0,0,1,1,0,0,2.259848902816347,-1.8199579206940721,4,1.0,0,0,0,0,4,0,3
1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.5158978716620028,-1.8188616689332573,4,1.0,1,1,1,1,4,0,0
0,0,0,0,0,0,1,0,1,0,0,1,1,1,-1.2545469757158398,-1.818620315706659,4,0.0,0,0,0,1,2,0,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0962874721890636,-1.8165713538408488,4,0.0,0,1,0,1,7,0,2
0,0,0,0,1,0,1,1,0,0,0,0,0,1,-1.2400659710115267,-1.816561191599729,0,0.0,0,0,0,1,4,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.35504633665190155,-1.8100383030808613,4,0.0,1,1,1,1,2,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.604426080306404,-1.8093688654470845,4,1.0,0,0,0,0,1,1,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.09548914706874145,-1.8057828646118832,4,0.0,1,1,1,1,4,1,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.527076191082876,-1.8040463916605116,2,0.0,1,1,1,1,7,1,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8080223259113871,-1.803615766693054,3,1.0,0,1,0,0,4,1,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.4619871919283044,-1.8032524665730156,2,1.0,0,0,0,0,3,1,1
1,1,1,1,1,1,1,0,0,0,0,1,0,1,-0.5941792875039364,-1.8022489452624206,4,1.0,0,0,0,1,5,1,1
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0.43719004754771396,-1.8020736466031018,2,0.0,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1.1790239727511342,-1.8005264453925895,4,0.0,0,0,0,0,4,1,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04264618253370308,-1.799688060500194,0,0.0,0,0,0,0,2,1,3
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.6361980069344765,-1.7977788294497827,4,1.0,0,1,0,0,8,1,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.832919491894242,-1.7977026126413838,4,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.7650720798624414,-1.7968515249475878,4,0.0,0,1,0,1,5,1,3
1,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.47723035477494996,-1.7956650832968335,0,0.0,1,1,1,1,4,1,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.9575746902845886,-1.795136646758596,3,0.0,1,0,0,0,8,1,3
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.38544797810715603,-1.7912165622465752,4,1.0,0,0,0,0,3,1,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,-0.24138475184212704,-1.7886785425268685,4,1.0,1,1,1,1,4,1,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.17585448896577852,-1.7875136956384938,4,0.0,0,0,0,0,2,1,3
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.028503914781537278,-1.7848168909012878,0,1.0,1,1,1,1,0,1,0
1,1,1,0,0,1,1,1,1,0,1,0,0,0,-1.5759236590659518,-1.782903849010457,2,1.0,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5170349337344726,-1.7819498686253215,4,0.0,0,0,0,1,6,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7338235960268178,-1.7783714894709592,4,0.0,1,1,1,1,4,1,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.4506548413955842,-1.7776829976350834,4,0.0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8583094259410907,-1.7768649372249272,4,1.0,0,1,0,0,0,1,3
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5313950872227593,-1.775602278765774,2,1.0,0,0,0,0,5,1,3
1,1,1,1,1,1,1,0,1,0,1,0,0,1,-0.14408256233770572,-1.7746864067848378,4,0.0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.5997199299543265,-1.7711258115524358,0,1.0,1,0,0,0,3,1,3
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0967108933792478,-1.7706469159396587,0,0.0,0,1,0,1,3,1,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.574886618595746,-1.767631270887313,4,1.0,0,0,0,0,5,1,3
1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.7514532549027245,-1.7667852643140782,4,0.0,1,0,1,0,7,1,3
0,0,0,0,0,0,1,0,1,0,0,1,1,0,-1.1855293217157499,-1.7658592300920224,4,1.0,0,0,0,0,3,1,3
0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1.5935379805776313,-1.7658033377658628,2,0.0,0,0,0,0,1,1,3
1,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.2922314616422694,-1.7638547280311119,2,0.0,1,1,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29278808433053755,-1.7596602630088531,4,0.0,1,0,0,0,1,1,3
0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.3695966882300244,-1.7578666274511818,0,0.0,0,0,0,0,0,1,3
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.2140832472984193,-1.755783368021593,2,1.0,0,0,1,0,0,1,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.010889593269858019,-1.755340040252735,3,0.0,0,0,0,0,4,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6474610105933865,-1.753035752078786,4,0.0,1,0,0,0,4,1,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.363889664385731,-1.750548543564679,3,1.0,0,0,0,0,3,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19600933761856548,-1.7499337279769216,1,0.0,0,0,0,1,2,1,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0071149695361863,-1.748189633344711,2,1.0,0,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40441724742742585,-1.7471416522292162,0,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,1,0,1,0,0,0,0,1,-0.8532283716588753,-1.7462791320141604,4,1.0,0,0,0,1,7,1,3
1,1,1,0,1,1,0,1,0,0,1,0,0,0,-1.2413362345820804,-1.7447916339702274,2,1.0,1,1,1,1,3,1,0
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.8624742909691269,-1.7436140842804537,0,1.0,0,1,0,0,6,1,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7846856431911873,-1.7433981366566549,2,0.0,0,1,0,0,3,1,3
0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.37299939511572827,-1.7380743925899405,2,1.0,0,0,0,0,0,1,3
0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.49052578014674614,-1.7355351025900934,0,0.0,0,0,0,1,3,1,3
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.1736041815167715,-1.733945982134961,4,1.0,0,0,0,1,4,1,3
0,0,0,1,0,1,1,1,1,1,1,1,0,0,-0.9115758116663133,-1.7325601065022287,2,1.0,0,1,0,0,6,1,3
0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.38246869241163634,-1.7322158605842908,4,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.24080729954009591,-1.7316493156418524,4,1.0,0,0,0,0,4,1,1
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.09447293621229837,-1.731353340369235,4,1.0,0,0,0,0,5,1,1
0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.9895853322625444,-1.7308655527954773,0,0.0,1,1,1,1,4,1,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5674705726264875,-1.7304704956719386,2,0.0,0,0,0,0,2,1,3
0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.09581254665666121,-1.727157605066835,2,0.0,0,1,0,1,2,1,3
0,0,0,0,0,0,0,0,0,1,0,1,1,1,2.646771186407035,-1.7269746847266767,3,1.0,0,0,0,1,3,1,3
1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.601292763499038,-1.7214286416354643,2,1.0,1,0,0,0,5,1,3
0,0,0,1,0,1,1,1,1,1,1,1,1,0,0.2670594133315414,-1.7206829871932874,2,0.0,1,1,1,1,4,1,3
0,0,0,0,1,0,0,0,0,0,0,1,1,0,2.568353581984847,-1.7188156753874966,3,0.0,0,0,0,0,1,1,1
0,0,0,0,1,1,0,1,1,1,1,1,1,1,-0.8081763570232338,-1.7122953274289092,4,0.0,0,0,0,0,2,1,3
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.10886925667857433,-1.7106388821263574,0,1.0,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.2842711432667988,-1.7101714190348405,0,0.0,0,0,0,0,4,1,2
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.32032579905676395,-1.7095388195251229,4,1.0,0,0,0,0,1,1,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.8238429410600642,-1.7092542767737653,3,0.0,0,0,0,0,2,1,3
0,0,0,0,0,0,1,0,0,0,1,0,1,1,-1.468628729473174,-1.705208434527885,4,1.0,0,0,0,0,1,1,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0548253754467923,-1.7047612959186074,3,0.0,1,1,1,1,8,1,3
0,0,0,1,0,0,1,0,1,0,1,1,0,0,-0.49992573056884465,-1.7028927138326762,4,0.0,0,0,0,1,7,1,3
1,1,1,0,1,0,1,0,1,1,0,0,0,0,-1.4842953135100043,-1.7022817090853395,2,1.0,1,1,1,1,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,-0.18761026068868292,-1.701315025898805,4,1.0,1,1,1,1,6,1,3
0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.43285581404360374,-1.6992444692706152,0,1.0,0,0,0,1,0,1,3
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5582885079405098,-1.6989014936328162,0,0.0,0,0,0,0,4,1,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2774602372458552,-1.6984492739029788,2,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.12318089290681418,-1.6964739882852884,4,1.0,0,0,0,0,3,1,3
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.9821331193152953,-1.6954476019321734,0,0.0,1,0,0,0,7,1,3
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5456705564730086,-1.6953066008366342,2,1.0,0,0,0,0,5,1,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5558173276732117,-1.6945444327526376,2,0.0,0,0,0,0,5,1,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20269939242348223,-1.6934939110768639,0,1.0,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9781376227633326,-1.6930683672299658,4,0.0,0,0,0,0,2,1,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.413768680589477,-1.6918806552990713,3,1.0,0,1,0,0,4,1,3
1,0,0,0,0,0,0,0,1,1,0,1,1,0,1.4023363084544929,-1.6901988043937202,4,1.0,1,0,0,0,6,1,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.7228146450820183,-1.6901645068299402,3,0.0,0,1,0,1,3,1,3
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1.85912308842564,-1.6899688836883806,2,0.0,0,0,1,0,5,1,3
0,0,0,0,1,0,1,0,0,1,1,1,0,0,-0.18125894283591368,-1.6897008545788428,0,0.0,0,0,0,0,5,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007656254860227595,-1.6894036090260838,3,1.0,0,0,0,0,1,1,3
1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.26841436114013195,-1.6884991695664078,4,1.0,1,1,1,1,2,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3905498620031336,-1.6867156962498573,4,1.0,0,0,0,0,5,1,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.31345103841154603,-1.6855851469252625,0,1.0,1,1,1,1,4,1,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.006301307051637022,-1.6853996860248237,4,1.0,1,1,1,1,3,1,3
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6423799563111716,-1.684472381522629,4,1.0,1,1,1,1,4,1,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.06536238794136,-1.6839223502220118,0,0.0,0,0,0,0,3,1,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1.4893917051564467,-1.6830217216027552,4,0.0,1,1,1,1,0,1,3
1,1,1,0,1,1,0,1,0,0,0,1,0,0,1.0137203401030663,-1.681291600052084,2,0.0,1,1,1,1,8,1,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.23774332960653954,-1.681007057300726,0,0.0,1,0,0,0,1,1,3
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0.24427935329960998,-1.680882569847007,4,0.0,1,1,1,1,4,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.9303757125105097,-1.6805307022482285,3,1.0,0,0,0,1,1,1,3
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.08922251345400892,-1.6805243508475285,0,1.0,0,0,0,0,7,1,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.04762721521365402,-1.679448423568953,2,1.0,0,0,0,0,5,1,1
0,0,0,0,0,0,1,0,0,0,0,1,1,0,-1.0065915267437378,-1.6784487130987789,4,0.0,0,0,0,0,3,1,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6100305773810677,-1.6784474428186384,1,0.0,1,1,1,1,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05348576500242887,-1.6766601586616672,1,1.0,0,0,0,0,6,1,3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.7841260334207485,-1.6760771000774104,4,1.0,0,0,0,1,4,1,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.965026903231837,-1.6758319360103913,0,1.0,0,1,0,0,5,1,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.712704040859805,-1.6735352695172827,4,1.0,0,0,0,0,0,1,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7759116623311672,-1.6727438849900673,0,0.0,1,0,0,0,0,1,3
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.2556632081745471,-1.6720693662357307,2,1.0,0,0,0,0,0,1,3
0,0,0,0,0,1,0,1,0,1,0,1,0,0,1.1323629575927918,-1.6718051479666114,2,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.9949051018946429,-1.6701487026640596,2,1.0,0,0,0,0,2,1,3
0,0,0,0,0,1,0,1,0,0,0,1,0,1,-0.991263679659055,-1.6679511180218711,4,0.0,0,0,0,0,6,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.40092985630368466,-1.6672435719838947,4,0.0,0,1,0,0,3,1,3
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4209306738446253,-1.6659923460460002,2,1.0,0,1,0,0,5,1,1
0,0,0,1,0,0,1,1,1,0,1,0,0,0,-0.6957156889102039,-1.6654067469014642,4,1.0,0,0,0,0,6,1,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2094256142063888,-1.664414658112129,0,1.0,0,0,1,0,6,1,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.5351697109564303,-1.6640729527544704,0,0.0,0,0,0,0,4,1,1
